3:Temperature_interior_Sensor,4:Humedad_interior_Sensor,5:Lighting_interior_Sensor,6:iluminacao_oeste,7:iluminacao_leste,8:iluminacao_sul,9:Temperature_Exterior_Sensor,10:Humedad_Exterior_Sensor,11:Precipitacion,12:boolean_rain
14.9893,48.624,73.44,15351.1,74653.7,65140.1,12.7533,63.0533,0,0
15.1233,48.2827,87.376,16871.4,74869.4,71224,13.218,62.912,0,0
15.3167,47.9253,113.147,17723.4,76363.1,77015.7,13.7633,62.672,0,0
15.52,47.68,113.509,16398.3,77310.6,82474.3,14.3407,62.0533,0,0
15.7787,47.5067,113.243,14963.4,74528.1,87212,14.9293,61.2187,0,0
16.0433,47.3547,132.709,13774.8,71071.1,91373.6,15.5713,60.4507,0,0
16.3513,47.1787,142.443,12656,64741.4,94475.6,16.246,59.28,0,0
16.6787,47.168,142.608,11623.8,56890.7,95518.7,16.936,57.7653,0,0
17.0093,47.0773,142.8,10893.3,46981.1,95518.7,17.5153,57.1387,0,0
17.3733,47.0107,142.352,10314.8,35005.8,95529.6,18.14,55.9973,0,0
17.7327,46.8933,143.12,9899.01,25017,95518.7,18.73,54.912,0,0
18.0813,46.7067,142.448,9633.79,18791.8,95518.7,19.308,54.1093,0,0
18.462,46.5013,142.683,9504.77,15587.3,95529.6,19.8513,52.68,0,0
18.8107,46.3707,141.637,10177.9,13637.6,95627.9,20.4247,51.5893,0,0
19.168,46.16,142.4,11767.8,11474.3,95606.1,21.008,50.472,0,0
19.5113,45.9573,142.56,14411.8,10350.6,95529.6,21.5,49.6027,0,0
19.8427,45.8107,126.219,19128.3,10479.3,95573.3,22.0267,48.104,0,0
20.146,45.5093,113.008,26449.2,9784.32,95513.3,22.48,46.8907,0,0
20.4473,45.216,112.837,36855.8,9160.7,95518.7,22.8667,46.2933,0,0
20.74,44.9947,113.04,48818.9,8960,93940.4,23.2827,45.048,0,0
20.9973,45.08,112.571,62029.8,9210.88,89784.3,23.764,44.2,0,0
21.1987,44.9653,108.827,71346.9,9282.56,84839.1,24.1453,43.6,0,0
21.48,44.424,83.2107,79467.9,9325.57,80188.8,24.584,42.5733,0,0
21.7,44.1547,84.048,86286.3,9411.58,75052.4,24.9333,42.2987,0,0
21.9,43.7867,72.2027,88675.7,9511.94,68760.9,25.288,41.3987,0,0
22.0813,43.5973,52.816,82946.7,9060.35,57428.7,25.532,40.8213,0,0
22.2333,43.7413,46.4987,88495.4,9741.31,54351.2,25.712,40.4613,0,0
22.3627,42.9467,43.0973,86851.6,9361.41,47084.9,25.7133,39.7267,0,0
22.428,42.5093,32.5573,86087,8494.08,38775.5,25.4933,39.8867,0,0
22.5453,42.552,24.5707,85677.4,7942.14,31154.2,25.232,39.6107,0,0
22.608,42.5467,23.44,83006.8,7669.76,24307,24.9213,39.4973,0,0
22.656,42.568,22.7667,82690,7454.72,18914,24.612,39.1707,0,0
22.6987,42.7093,23.748,76671.7,7146.5,14899.9,24.3627,39.292,0,0
22.6933,42.7733,23.3413,70320.1,6616.06,11874.3,24.092,39.868,0,0
22.7213,42.7947,23.0107,63217.7,6293.5,10306.6,23.8507,40.2107,0,0
22.7067,42.9467,23.144,41916.4,4666.37,7418.88,23.6573,36.5533,0,0
22.7,42.2,22.9453,5074.94,2580.48,3211.26,23.5613,34.8293,0,0
22.672,41.4773,23.0453,4379.65,2630.66,2953.22,23.4107,33.4947,0,0
22.664,40.7747,22.5867,2508.8,1419.26,1584.13,23.244,33.444,0,0
22.62,40.2133,14.16,430.08,0,0,23.0533,33.3893,0,0
22.58,39.6293,12.5167,0,0,0,22.84,33.5227,0,0
22.5453,39.472,13.46,0,0,0,22.588,33.4773,0,0
22.46,39.4827,13.1027,0,0,0,22.272,33.5253,0,0
22.4147,39.616,13.5573,0,0,0,21.976,33.684,0,0
22.344,39.6427,12.94,0,0,0,21.7293,33.9613,0,0
22.312,40.4027,12.7607,0,0,0,21.4427,35.9227,0,0
22.24,40.9093,13.6227,0,0,0,20.9693,43.7,0,0
22.1413,41.6827,13.1027,0,0,0,20.5407,47.6267,0,0
22.064,42.4907,12.6953,0,0,0,20.156,49.864,0,0
21.944,43.3867,12.94,0,0,0,19.7633,51.464,0,0
21.8347,43.8027,13.0373,0,0,0,19.4187,52.4693,0,0
21.7267,44.216,12.7773,0,0,0,19.0547,53.5707,0,0
21.6413,44.5707,13.5253,0,0,0,18.76,54.4773,0,0
21.5427,44.8587,12.94,0,0,0,18.55,55.2747,0,0
21.44,45.12,13.102,0,0,0,18.362,55.952,0,0
21.332,45.2773,12.94,0,0,0,18.048,56.48,0,0
21.244,45.4267,12.012,0,0,0,17.628,57.7733,0,0
21.1333,45.5653,11.88,0,0,0,17.4033,58.2107,0,0
21.0173,45.6907,13.3627,0,0,0,17.2867,58.5467,0,0
20.9267,45.848,13.2487,0,0,0,17.1013,58.3573,0,0
20.8133,45.9093,12.7607,0,0,0,16.856,59.3493,0,0
20.7027,46,12.9233,0,0,0,16.7,58.624,0,0
20.608,46,13.2973,0,0,0,16.6827,53.952,0,0
20.4853,45.7627,13.184,0,0,0,16.59,52.3653,0,0
20.392,45.5707,12.468,0,0,0,16.668,50.4773,0,0
20.3007,45.28,13.8013,0,0,0,16.7033,49.7733,0,0
20.188,44.8587,12.8587,0,0,0,16.6967,49.176,0,0
20.1073,44.4507,13.6227,0,0,0,16.7,48.528,0,0
20,44.1253,13.1027,0,0,0,16.6967,48.1867,0,0
19.9493,43.88,13.1347,0,0,0,16.644,47.76,0,0
19.8933,43.7173,13.6067,0,0,0,16.5807,47.4693,0,0
19.7733,43.6267,13.184,0,0,0,16.5007,47.2507,0,0
19.74,43.512,12.6147,0,0,0,16.3933,47.2347,0,0
19.65,43.4773,13.6067,0,0,0,16.304,47.1653,0,0
19.5467,43.296,13.3467,0,0,0,16.2067,47.2827,0,0
19.478,43.1653,13.0213,0,0,0,16.0947,47.4107,0,0
19.4033,43.312,12.874,0,0,0,15.892,48.0827,0,0
19.3153,43.3893,13.5093,0,0,0,15.618,48.7387,0,0
19.204,43.344,13.3467,0,0,0,15.3787,49.24,0,0
19.1167,43.304,12.9233,0,0,0,15.1833,49.6053,0,0
18.988,43.3253,13.184,0,0,0,15.0233,49.9493,0,0
18.8993,43.3467,12.012,0,0,0,14.8673,50.32,0,0
18.8007,43.3307,13.8173,0,0,0,14.7167,50.6933,0,0
18.6707,43.3227,13.1027,0,0,0,14.5533,51.0587,0,0
18.6,43.4053,13.9147,0,0,0,14.3933,51.6187,0,0
18.5007,43.416,13.184,0,0,0,14.2087,52.032,0,0
18.3613,43.4827,13.3467,0,0,0,14.046,52.3493,0,0
18.2667,43.5547,14.9907,0,939.008,71.68,13.9133,52.6667,0,0
18.18,43.592,22.8653,1584.13,6972.76,2343.94,13.7887,53.0347,0,0
18.09,43.6267,21.6693,7067.65,42087.8,11789,13.718,53.4773,0,0
18.0127,43.6347,22.2093,9332.74,53663.1,19823.3,13.744,53.4213,0,0
17.9267,43.5893,23.44,10736,62343.9,28685.7,13.8533,53.488,0,0
17.88,43.5467,23.44,11989,68498.8,37666.8,14.0593,52.3547,0,0
17.848,43.528,31.5853,13200.7,73796.3,46604.3,14.4153,50.7413,0,0
17.852,43.448,44.968,14275.9,76480.5,54416.7,14.8213,50.1093,0,0
17.9067,43.344,53.8773,15086.3,77679.3,61601.1,15.2467,49.7253,0,0
17.9773,43.1947,80.9493,15860.4,78118.9,68089.2,15.676,49.496,0,0
18.0713,42.9173,94.976,17421.7,77996,74244.1,16.072,49.1067,0,0
18.274,42.6027,113.317,17831.9,79178.4,79566.2,16.448,48.7413,0,0
18.4667,42.344,111.824,16341,78785.2,84148.2,16.856,48.1813,0,0
18.6693,42.1147,120.603,15243.3,75983.5,89036.1,17.258,47.9867,0,0
18.8907,41.9573,122.776,12419.8,64118.1,81674.9,17.6527,46.944,0,0
19.124,41.6667,129.085,11761,61042.7,87905.6,17.966,46.0267,0,0
19.3593,41.4587,141.877,11580.1,58004.8,95475,18.3547,45.2693,0,0
19.612,41.0387,142.4,10835.3,46900.6,95491.4,18.7387,43.9413,0,0
19.896,40.844,142.261,10235.9,34757.3,95475,19.1587,43.1787,0,0
20.1787,40.412,142.88,9741.31,24802.6,95540.6,19.5507,42.552,0,0
20.4807,40.0307,141.792,9218.05,18419,95518.7,19.9687,41.9173,0,0
20.74,39.8147,141.456,9003.01,15330,95518.7,20.3593,41.2373,0,0
21.008,39.792,142.32,9382.91,13101.7,95496.9,20.7573,40.456,0,0
21.244,39.5827,142.32,11093.7,10750.6,95496.9,21.116,39.7693,0,0
21.544,39.0827,142.56,14261.6,9848.83,95458.6,21.4987,38.628,0,0
21.792,38.8053,142.96,19314.7,9977.86,95507.8,21.8747,37.824,0,0
22.0333,38.608,116.843,27338.1,9483.26,95453.2,22.236,36.632,0,0
22.232,38.7027,113.749,38150.1,8916.99,95458.6,22.5973,35.7333,0,0
22.4133,38.068,113.664,51486.7,8888.32,95174.7,22.9813,33.0253,0,0
22.608,37.9973,112.917,64555.7,9103.36,91253.4,23.3493,33.816,0,0
22.7773,37.9147,111.328,74809.3,9139.2,86813.4,23.7213,32.5293,0,0
22.924,37.8307,83.28,83263.5,9225.22,81827.2,24.1267,31.788,0,0
23.0587,37.7267,82.608,89970,9339.9,76371.3,24.4333,29.9693,0,0
23.1813,37.988,72.3067,92422.1,9540.61,69823.1,24.4307,27.304,0,0
23.2613,36.2013,52.88,94213.5,9791.49,63012.9,24.5187,26.5627,0,0
23.368,35.7933,46.7333,93880.3,9698.3,55424.3,24.6267,28.112,0,0
23.4227,35.992,40.7933,91428.2,9081.86,47216,24.7013,26.4293,0,0
23.456,34.7947,32.6547,91302.6,8329.22,38722.2,24.4933,24.1,0,0
23.5,33.3707,22.8833,90827.4,7870.46,30692.7,24.2827,23.0013,0,0
23.512,33.6693,23.0627,87457.8,7533.57,23509.7,23.9573,22.728,0,0
23.504,32.396,23.324,87435.9,7397.38,18162.3,23.7067,22.776,0,0
23.484,32.04,23.2253,81305.6,7132.16,14241.1,23.468,23.3413,0,0
23.4773,30.9627,21.8027,78173.5,6831.1,11495.1,23.256,23.9147,0,0
23.4333,30.1373,22.6853,69727.6,6243.33,9454.59,23.0467,23.488,0,0
23.376,29.5947,23.028,59258.2,5139.46,7834.62,22.7973,23.3107,0,0
23.328,29.668,23.0453,3189.76,2551.81,2150.4,22.5693,23.5013,0,0
23.248,30.2067,23.1267,2336.77,1885.18,1662.98,22.3187,23.7227,0,0
23.1653,30.7907,22.9467,1519.62,766.976,731.136,22.0693,23.7413,0,0
23.088,29.8547,13.542,0,0,0,21.8053,23.8293,0,0
22.9787,29.676,13.6387,0,0,0,21.548,24.0973,0,0
22.908,29.884,12.8747,0,0,0,21.2853,24.2387,0,0
22.812,30.0093,13.2813,0,0,0,21.0133,24.3547,0,0
22.732,30.172,12.76,0,0,0,20.7853,24.6893,0,0
22.62,30.176,12.94,0,0,0,20.5533,24.7373,0,0
22.5493,29.8813,12.8573,0,0,0,20.324,24.7093,0,0
22.436,30.656,13.184,0,0,0,20.0947,26.3573,0,0
22.352,30.4213,13.086,0,0,0,19.8867,31.7573,0,0
22.272,30.88,13.0213,0,0,0,19.692,34.496,0,0
22.1627,31.3613,12.94,0,0,0,19.4847,35.7227,0,0
22.0693,32.2387,13.5413,0,0,0,19.2573,36.9253,0,0
21.9787,32.8507,13.2813,0,0,0,19.062,37.5907,0,0
21.86,33.3027,12.94,0,0,0,18.876,38.044,0,0
21.7853,34.032,13.1187,0,0,0,18.7247,39.14,0,0
21.668,34.296,12.94,0,0,0,18.5247,39.0107,0,0
21.564,34.6213,13.704,0,0,0,18.274,37.572,0,0
21.4293,34.3907,13.1027,0,0,0,18.0367,35.4787,0,0
21.332,34.1307,12.76,0,0,0,17.7913,34.168,0,0
21.2053,34.036,13.0213,0,0,0,17.5287,32.4027,0,0
21.1067,33.8347,13.0367,0,0,0,17.3107,30.0493,0,0
20.952,33.352,13.428,0,0,0,17.106,29.0813,0,0
20.8267,33.1173,13.184,0,0,0,16.906,27.948,0,0
20.728,32.7307,12.5167,0,0,0,16.7027,27.6733,0,0
20.5867,32.348,13.5413,0,0,0,16.5213,27.5413,0,0
20.46,32.0213,13.0213,0,0,0,16.318,27.86,0,0
20.3333,31.8173,13.2973,0,0,0,16.1273,28.0867,0,0
20.184,31.8093,13.184,0,0,0,15.966,28.0707,0,0
20.0513,31.9227,13.184,0,0,0,15.7953,27.9787,0,0
19.9513,31.596,12.5813,0,0,0,15.646,27.9867,0,0
19.8207,31.732,14.1253,0,0,0,15.478,27.9333,0,0
19.708,32.6293,13.8013,0,0,0,15.3293,27.476,0,0
19.5073,32.1027,13.2653,0,0,0,15.1447,27.7413,0,0
19.4027,31.4467,13.0213,0,0,0,14.9567,28.0253,0,0
19.28,31.7013,12.9393,0,0,0,14.784,28.268,0,0
19.1587,31.72,13.688,0,0,0,14.6453,28.3133,0,0
18.9833,31.728,13.1027,0,0,0,14.4833,28.4693,0,0
18.8673,31.8893,12.598,0,0,0,14.3047,28.564,0,0
18.7433,31.7853,14.1587,0,0,0,14.152,28.712,0,0
18.5967,31.6227,14.5653,0,0,0,13.9987,28.796,0,0
18.472,31.5747,14.5813,0,0,0,13.8247,28.996,0,0
18.306,31.6027,13.2653,0,0,0,13.6627,29.1547,0,0
18.178,31.3413,13.184,0,0,0,13.504,29.284,0,0
18.068,31.4453,13.428,0,0,0,13.2247,30.3013,0,0
17.9433,31.4293,12.256,0,0,0,13.028,30.3373,0,0
17.8107,31.3933,14.4027,0,0,0,12.8633,30.972,0,0
17.676,31.556,13.5093,0,0,0,12.5387,32.5093,0,0
17.508,31.7413,13.1027,0,0,0,12.276,33.0027,0,0
17.4167,31.9453,13.5907,0,164.864,0,12.1333,33.288,0,0
17.284,31.7613,22.8213,881.664,5941.25,1799.17,12.0307,33.1227,0,0
17.1513,31.6867,23.44,1949.7,5884.59,3275.78,11.9333,33.1173,0,0
17.05,31.6253,23.44,7704.58,33593,15637.5,11.866,33.1867,0,0
16.9367,31.6307,23.44,9166.17,37663.4,19277.8,11.9033,33.1973,0,0
16.8993,31.5733,25.304,12986.4,55920.6,31650.5,12.098,33.128,0,0
16.852,31.5893,29.3093,10328.4,41647.4,26918.6,12.354,33.048,0,0
16.8367,31.7053,26.932,6672.73,25066.8,18180.4,12.5693,32.9013,0,0
16.8,31.7787,37.948,9977.17,44370.6,35644.8,12.754,32.668,0,0
16.8133,31.6333,60.3067,14419.6,60866.6,52874.6,13.0087,32.3773,0,0
16.884,31.544,70.5627,15093.1,58624,57167.2,13.352,32.168,0,0
16.94,31.5053,47.86,9968.64,33716.9,34628.9,13.718,32,0,0
16.96,31.4693,23.3147,5540.86,15265.1,17674.2,13.9233,32.14,0,0
16.9973,31.4453,41.4173,9267.2,26809,32939.3,14.0247,32.412,0,0
17.11,31.296,100.936,17465.3,58428.1,70018.4,14.2693,32.284,0,0
17.2353,31.204,104.237,17966.4,56404.7,70260.1,14.736,31.96,0,0
17.4653,31.0493,142.784,21091,70666.9,94063.3,15.2233,31.5613,0,0
17.6967,30.8067,116.571,19203.4,43667.5,72922.5,15.7213,31.152,0,0
17.9613,30.5907,140.56,21440.5,44152.1,93956.8,16.216,30.8693,0,0
18.2707,30.4333,142.88,18736.5,33381,95409.5,16.6167,32.0027,0,0
18.5447,30.3267,142.123,12949.5,22183.9,95300.3,16.9427,33.0627,0,0
18.7987,30.4453,112.059,10270.4,16863.9,75081,17.1147,33.624,0,0
18.9633,30.68,124.133,13036.2,16577.2,85955.9,17.22,34.5707,0,0
19.144,30.6893,120.416,15932.1,16203.8,82785.6,17.336,34.9547,0,0
19.3513,30.716,139.419,24071.5,16726.7,94344.5,17.432,36.2973,0,0
19.5573,30.812,125.2,26263.6,17079.6,87689.9,17.7253,36.7747,0,0
19.6827,31.024,87.9947,22725.3,14892.4,68493.3,17.9847,37.2213,0,0
19.7933,31.176,115.816,35768.3,13623.3,83323.6,18.1293,38.032,0,0
19.932,31.392,115.44,55210,13867.7,93432.5,18.2333,38.5853,0,0
20.0893,31.4013,113.909,65800.9,14691.7,94792.4,18.5287,37.7413,0,0
20.206,31.5813,113.835,74530.8,12879.2,89052.5,18.7153,37.748,0,0
20.326,31.736,95.3973,82346,12082.5,83181.6,18.9033,38.2747,0,0
20.4167,31.9213,83.536,88866.8,12189.7,78102.5,19.1187,38.7213,0,0
20.508,32.0427,83.952,92252.8,13430.1,73343,19.3047,38.544,0,0
20.564,32.248,61.12,91433.6,13344.8,64897,19.474,38.3493,0,0
20.584,32.4453,52.0427,91215.2,13458.1,60822.9,19.4947,38.756,0,0
20.64,32.6147,51.8,94240.8,14656.2,61106.9,19.3533,39.632,0,0
20.656,32.696,33.0667,54468.6,10629.8,33263.6,19.2653,39.792,0,0
20.624,33.1053,24.0413,42644.8,8020.99,20941.5,18.846,40.78,0,0
20.604,33.3693,23.2253,78101.2,8959.66,24537.8,18.3973,42.2267,0,0
20.572,33.7387,23.8467,86024.2,8537.09,22265.9,18.1473,43.5467,0,0
20.516,33.8933,23.44,79118.3,8522.75,17610.1,17.91,44.3253,0,0
20.4813,34.028,23.08,73465.9,8042.5,13544.8,17.7107,44.8133,0,0
20.42,34.4093,23.224,62328.1,6630.4,9804.8,17.478,45.4107,0,0
20.328,34.6053,22.8653,4107.26,1756.16,2128.9,17.2947,45.8053,0,0
20.2333,34.788,23.6187,2523.14,1369.09,1555.46,17.1387,46.016,0,0
20.1507,35.008,23.3413,551.936,143.36,372.736,16.9727,46.536,0,0
20.0667,35.36,17.0393,0,0,0,16.8093,46.3813,0,0
19.9787,35.552,14.3213,0,0,0,16.6647,47.008,0,0
19.8893,35.488,13.428,0,0,0,16.5107,47.52,0,0
19.7967,35.3493,12.598,0,0,0,16.2873,45.9387,0,0
19.712,35.336,14.776,0,0,0,16.0387,44.704,0,0
19.586,35.3853,13.2653,0,0,0,15.828,44.5867,0,0
19.444,35.3267,13.1027,0,0,0,15.628,44.584,0,0
19.3553,35.3373,13.0213,0,0,0,15.4227,44.6987,0,0
19.2667,35.1947,13.2653,0,0,0,15.2547,44.8907,0,0
19.1527,35.0827,13.2653,0,0,0,15.0887,45.1733,0,0
19.018,35.0893,12.94,0,0,0,14.8947,45.7573,0,0
18.8973,35.052,12.0287,0,0,0,14.6867,46.4267,0,0
18.7627,35.06,13.8013,0,0,0,14.4473,47.04,0,0
18.632,35.1667,13.3467,0,0,0,14.2233,47.3547,0,0
18.486,35.2733,13.3467,0,0,0,14.0553,47.408,0,0
18.3887,35.3093,13.3467,0,0,0,13.924,47.52,0,0
18.2767,35.34,13.5093,0,0,0,13.7947,47.6293,0,0
18.1667,35.348,13.3467,0,0,0,13.6853,48.0133,0,0
18.0167,35.3853,13.2653,0,0,0,13.592,48.2133,0,0
17.9127,35.3947,13.5093,0,0,0,13.5033,48.512,0,0
17.8187,35.4267,13.5413,0,0,0,13.4127,48.8187,0,0
17.7153,35.4853,13.688,0,0,0,13.3067,48.9147,0,0
17.5733,35.504,13.5093,0,0,0,13.2267,49.08,0,0
17.4893,35.5827,13.1027,0,0,0,13.1633,49.1093,0,0
17.41,35.5693,13.8987,0,0,0,13.12,49.0293,0,0
17.3013,35.4707,13.672,0,0,0,13.09,49.0507,0,0
17.188,35.5773,13.5093,0,0,0,13.0633,49.376,0,0
17.1267,35.3427,12.7773,0,0,0,13.0933,51.472,0,0
17.028,35.7587,14.0613,0,0,0,13.128,51.9253,0,0
16.9333,35.484,13.672,0,0,0,13.1713,54.0427,0.8,1
16.864,35.5813,13.3467,0,0,0,13.2133,57.4267,1,1
16.7887,35.9467,12.8587,0,0,0,13.186,58.512,1,1
16.72,36.224,14.532,0,0,0,13.0967,59.7013,1,1
16.632,36.5107,13.3467,0,0,0,13.022,59.5947,0.933333,1
16.508,36.208,13.5093,0,0,0,12.9233,59.9707,0.8,1
16.426,36.4,13.5093,0,0,0,12.8353,60.9413,1,1
16.32,36.912,13.5907,0,0,0,12.7113,62.9147,1,1
16.2133,37.524,13.7533,0,0,0,12.584,63.464,1,1
16.1267,37.9213,13.5907,0,0,0,12.4753,64.136,1,1
16.0667,37.972,13.5093,0,0,0,12.3727,64.952,1,1
16.0093,38.3627,13.5907,0,0,0,12.234,65.48,1,1
15.9047,38.3133,13.086,0,0,0,12.0127,66.672,1,1
15.8307,38.2667,13.5907,0,0,0,11.828,67.048,1,1
15.7387,38.908,13.2653,0,0,0,11.6573,67.2347,1,1
15.6507,38.7493,13.672,0,0,0,11.464,67.9973,1,1
15.526,37.732,13.672,0,0,0,11.3153,68.2133,1,1
15.44,38.2787,14.1747,0,0,0,11.2207,68.2267,1,1
15.3407,38.284,11.866,0,0,0,11.098,68.2693,1,1
15.2213,38.3507,13.184,0,0,0,10.9453,69.1387,1,1
15.0773,38.3093,13.5093,0,0,0,10.7567,70.8613,1,1
14.9467,37.8613,13.428,0,0,0,10.6333,70.6773,1,1
14.7867,38.0227,13.428,0,0,0,10.5313,69.888,0.266667,1
14.6727,38.1747,14.584,0,0,0,10.4567,68.8187,1,1
14.5707,39.0813,20.8027,0,0,0,10.4333,69.6,1,1
14.498,39.644,23.7,0,0,0,10.4233,70.3493,1,1
14.4133,39.568,23.96,465.92,1211.39,838.656,10.42,70.3227,1,1
14.3447,39.7813,24.7893,1333.25,1705.98,1512.45,10.4233,69.3173,1,1
14.26,40.104,23.1733,1483.78,1885.18,1648.64,10.4367,69.3173,1,1
14.1667,40.52,22.8013,1670.14,2035.71,1598.46,10.4813,68.2107,1,1
14.1267,40.8853,23.6813,723.968,1025.02,652.288,10.5733,67.552,1,1
14.0687,41.772,23.44,1275.9,1555.46,1354.75,10.6033,67.8533,1,1
14.052,41.3613,23.144,1369.09,1569.79,1361.92,10.6807,67.56,1,1
13.9833,41.5053,23.6827,1899.52,2200.58,1921.02,10.744,66.632,0.533333,1
13.96,41.4813,23.2253,2996.22,3333.12,3039.23,10.8427,65.7147,0.733333,1
13.93,41.2507,23.504,3411.97,4236.29,3928.06,10.9853,65.0667,1,1
13.9067,41.308,23.388,5268.48,6236.16,5626.88,11.1527,65.6827,1,1
13.8567,40.8453,24.0253,7540.74,8085.5,7268.35,11.352,67.504,1,1
13.8293,41.0547,23.0453,4573.18,5182.46,4365.31,11.4947,66.8,1,1
13.826,41.244,23.4053,2996.22,3010.56,2745.34,11.5733,67.664,1,1
13.7947,41.6933,23.4213,1541.12,1655.81,1526.78,11.6133,69.0747,1,1
13.7767,42.5173,23.3413,1297.41,1505.28,1318.91,11.5933,71.8507,1,1
13.77,42.7253,23.324,1899.52,2250.75,2286.59,11.5567,72.512,1,1
13.6987,42.5573,23.6013,3777.54,4293.63,4365.31,11.4967,74.8933,1,1
13.654,43.1733,23.144,4207.62,4695.04,4350.98,11.5193,74.368,1,1
13.678,43.2373,23.42,4300.8,4816.9,4186.11,11.614,71.8987,1,1
13.682,43.7093,23.42,2680.83,3046.4,2451.46,11.7267,71.8347,1,1
13.6267,44.0587,23.324,1827.84,1849.34,1598.46,11.7467,72.2987,1,1
13.6267,44.5547,23.584,709.632,1125.38,960.512,11.7333,73.2613,1,1
13.6167,45.1467,23.4227,1612.8,1849.34,1835.01,11.7193,75.4587,1,1
13.614,45,23.52,2558.98,2852.86,2716.67,11.604,74.1307,1,1
13.61,45.9387,23.4853,2243.58,2594.82,2537.47,11.4713,75.9147,1,1
13.5867,46.208,23.504,3168.26,3720.19,3691.52,11.3953,76.3627,1,1
13.57,46.288,23.4053,3920.9,4150.27,4164.61,11.422,76.4293,1,1
13.55,46.528,23.44,4680.7,4766.72,4609.02,11.3927,76.632,1,1
13.5367,46.8667,23.3053,2551.81,3347.46,3254.27,11.3293,78.0693,1,1
13.478,47.1493,23.5827,1956.86,2157.57,2050.05,11.2527,77.6827,1,1
13.4473,48.168,23.6027,2193.41,2508.8,2437.12,11.1667,78.1227,1,1
13.4207,49.1627,23.404,982.016,1519.62,1505.28,11.1467,77.7547,1,1
13.4147,47.9467,23.34,752.64,1512.45,1397.76,11.1567,77.336,1,1
13.378,48.0933,23.6827,308.224,752.64,372.736,11.0967,76.4693,1,1
13.316,48.6293,23.1613,673.792,1168.38,1254.4,11.066,75.6053,1,1
13.302,49.1733,23.504,143.36,623.616,308.224,11.0653,76.2133,1,1
13.272,48.7707,19.7107,0,150.528,71.68,11.054,76.488,1,1
13.23,48.8853,14.0293,0,0,0,11.042,75.8293,1,1
13.178,49.2933,13.4927,0,0,0,11.0107,76.9227,1,1
13.1533,49.56,13.932,0,0,0,11,76.8533,1,1
13.0933,49.4773,14.436,0,0,0,10.9933,76.7573,1,1
13.0333,49.512,13.916,0,0,0,10.892,77.456,1,1
12.9567,49.752,13.8827,0,0,0,10.8,76.936,1,1
12.8527,49.992,13.916,0,0,0,10.73,76.672,1,1
12.7967,50.3147,13.98,0,0,0,10.63,77.296,1,1
12.708,50.5973,13.704,0,0,0,10.5267,78.7387,1,1
12.638,50.8827,13.948,0,0,0,10.3927,80.184,1,1
12.5967,51.2027,13.428,0,0,0,10.332,79.8347,1,1
12.5667,51.1093,13.688,0,0,0,10.244,79.648,1,1
12.4713,51.5787,13.6067,0,0,0,10.188,78.408,1,1
12.3867,51.7867,13.9973,0,0,0,10.1667,78.7733,1,1
12.332,51.9387,13.6067,0,0,0,10.0647,80.064,1,1
12.2767,52.0427,13.7853,0,0,0,10.0987,77.448,0.866667,1
12.2493,52.2373,13.7693,0,0,0,10.144,77.968,1,1
12.2153,52.272,13.5093,0,0,0,10.1827,78.216,1,1
12.2107,52.4,13.704,0,0,0,10.2513,77.2587,1,1
12.1687,52.4933,13.3467,0,0,0,10.2767,78.7147,1,1
12.1367,53.0773,13.704,0,0,0,10.2833,78.3547,1,1
12.1027,53.4587,13.7533,0,0,0,10.2833,81.0613,1,1
12.0593,53.7093,13.5253,0,0,0,10.2187,83.1413,1,1
12.0247,54.2293,13.704,0,0,0,10.2367,83.8053,1,1
11.95,55.0267,13.444,0,0,0,10.258,83.7813,1,1
11.92,55.0267,13.7693,0,0,0,10.2867,83.2827,1,1
11.89,55.1387,13.5093,0,0,0,10.2767,81.872,1,1
11.8933,55.3547,13.3787,0,0,0,10.2807,82.08,1,1
11.8833,55.3413,14.0293,0,0,0,10.332,81.7467,1,1
11.8547,55.4027,13.3467,0,0,0,10.3213,83.4027,0.933333,1
11.8493,55.5733,13.5413,0,0,0,10.3073,83.4347,0,0
11.8553,55.7147,13.8507,0,0,0,10.3927,83.5893,0,0
11.838,55.7387,13.8507,0,0,0,10.5267,80.4667,0,0
11.8653,56.3867,13.672,0,0,0,10.62,80.616,0,0
11.8967,56.744,13.7693,0,0,0,10.6707,81.2427,0,0
11.8933,56.3147,13.8667,0,0,0,10.77,80.4107,0,0
11.8867,58.5013,14.192,0,0,0,10.8433,80.9973,0,0
11.9067,59.0987,12.94,0,0,0,10.894,80.592,0,0
11.94,60.1867,13.72,0,0,0,10.9167,80.6427,0,0
11.9267,61.2853,13.7853,0,0,0,10.9133,81.5707,0,0
11.92,61.056,13.916,0,0,0,10.8627,82.192,0,0
11.9033,60.736,13.2,0,0,0,10.7767,82.544,0,0
11.89,60.68,13.948,0,0,0,10.7933,82.3627,0,0
11.8767,60.4293,13.5907,0,0,0,10.844,81.9253,0,0
11.89,60.992,13.688,0,0,0,10.9053,81.8187,0,0
11.8487,60.8053,13.8507,0,0,0,10.93,81.5867,0,0
11.838,61.0747,13.3467,0,0,0,10.9633,82.3307,0,0
11.85,61.144,13.948,0,0,0,10.94,82.4587,0,0
11.838,60.8773,13.7853,0,0,0,10.836,82.3573,0,0
11.826,60.7467,13.6227,0,0,0,10.668,82.24,0,0
11.8067,60.464,13.932,0,0,0,10.5867,82.8747,0,0
